Age,Gender,spotify_usage_period,spotify_listening_device,spotify_subscription_plan,premium_sub_willingness,preffered_premium_plan,preferred_listening_content,fav_music_genre,music_time_slot,music_Influencial_mood,music_lis_frequency,music_expl_method,music_recc_rating,pod_lis_frequency,fav_pod_genre,preffered_pod_format,pod_host_preference,preffered_pod_duration,pod_variety_satisfaction
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,Office hours,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,Study Hours,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,Study Hours,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,Study Hours,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational, While Traveling,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational, While Traveling,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational, While Traveling,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,Workout session,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,Workout session,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,Workout session,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,leisure time,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,leisure time,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,leisure time,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,Office hours,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,Office hours,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,Office hours,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,Study Hours,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,Study Hours,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,Study Hours,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy, While Traveling,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy, While Traveling,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy, While Traveling,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,Workout session,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,Workout session,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,Workout session,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,leisure time,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,leisure time,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,leisure time,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Office hours,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Office hours,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Office hours,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Study Hours,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Study Hours,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Study Hours,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties, While Traveling,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties, While Traveling,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties, While Traveling,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Workout session,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Workout session,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Workout session,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,leisure time,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,leisure time,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,leisure time,Others,5,Never,None,None,None,None,Ok
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),Yes,Individual Plan,Music,Melody,Night,Relaxation and stress relief,Office hours,Playlists,3,Rarely,Lifestyle and Health,Interview,Well known individuals,Shorter,Ok
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),Yes,Individual Plan,Music,Melody,Night,Relaxation and stress relief,Study Hours,Playlists,3,Rarely,Lifestyle and Health,Interview,Well known individuals,Shorter,Ok
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),Yes,Individual Plan,Music,Melody,Night,Relaxation and stress relief, While Traveling,Playlists,3,Rarely,Lifestyle and Health,Interview,Well known individuals,Shorter,Ok
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),Yes,Individual Plan,Music,Melody,Night,Relaxation and stress relief,Workout session,Playlists,3,Rarely,Lifestyle and Health,Interview,Well known individuals,Shorter,Ok
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),Yes,Individual Plan,Music,Melody,Night,Relaxation and stress relief,leisure time,Playlists,3,Rarely,Lifestyle and Health,Interview,Well known individuals,Shorter,Ok
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan,Music,Melody,Night,Relaxation and stress relief,While Traveling,Others,1,Never,None,None,Well known individuals,Shorter,Ok
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan,Music,Melody,Night,Relaxation and stress relief,leisure time,Others,1,Never,None,None,Well known individuals,Shorter,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Melody,Night,Relaxation and stress relief,While Traveling,Others,1,Never,None,None,Well known individuals,Shorter,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Melody,Night,Relaxation and stress relief,leisure time,Others,1,Never,None,None,Well known individuals,Shorter,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Melody,Night,Uplifting and motivational,While Traveling,Playlists,4,Never,Food and cooking,Educational,Both,Shorter,Ok
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan,Music,Melody,Morning,Uplifting and motivational,leisure time,recommendations,3,Several times a week,Lifestyle and Health,Conversational,Both,Longer,Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan,Music,Melody,Morning,Uplifting and motivational,leisure time,Playlists,3,Several times a week,Lifestyle and Health,Conversational,Both,Longer,Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan,Music,Pop,Night,Relaxation and stress relief,While Traveling,recommendations,1,Rarely,None,Educational,None,Both,Ok
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,None,Music,Electronic/Dance,Night,Social gatherings or parties,Workout session,Others,2,Never,None,None,Well known individuals,Shorter,Ok
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Duo Plan,Music,Melody,Night,Relaxation and stress relief,Office hours,recommendations,4,Never,None,None,None,None,Ok
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Duo Plan,Music,Melody,Night,Relaxation and stress relief,Office hours,Others,4,Never,None,None,None,None,Ok
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Duo Plan,Music,Melody,Night,Relaxation and stress relief,Study Hours,recommendations,4,Never,None,None,None,None,Ok
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Duo Plan,Music,Melody,Night,Relaxation and stress relief,Study Hours,Others,4,Never,None,None,None,None,Ok
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Duo Plan,Music,Melody,Night,Relaxation and stress relief, While Traveling,recommendations,4,Never,None,None,None,None,Ok
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Duo Plan,Music,Melody,Night,Relaxation and stress relief, While Traveling,Others,4,Never,None,None,None,None,Ok
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Duo Plan,Music,Melody,Night,Relaxation and stress relief,Workout session,recommendations,4,Never,None,None,None,None,Ok
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Duo Plan,Music,Melody,Night,Relaxation and stress relief,Workout session,Others,4,Never,None,None,None,None,Ok
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Duo Plan,Music,Melody,Night,Relaxation and stress relief,leisure time,recommendations,4,Never,None,None,None,None,Ok
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Duo Plan,Music,Melody,Night,Relaxation and stress relief,leisure time,Others,4,Never,None,None,None,None,Ok
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Duo Plan,Music,Melody,Night,Uplifting and motivational,Office hours,recommendations,4,Never,None,None,None,None,Ok
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Duo Plan,Music,Melody,Night,Uplifting and motivational,Office hours,Others,4,Never,None,None,None,None,Ok
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Duo Plan,Music,Melody,Night,Uplifting and motivational,Study Hours,recommendations,4,Never,None,None,None,None,Ok
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Duo Plan,Music,Melody,Night,Uplifting and motivational,Study Hours,Others,4,Never,None,None,None,None,Ok
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Duo Plan,Music,Melody,Night,Uplifting and motivational, While Traveling,recommendations,4,Never,None,None,None,None,Ok
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Duo Plan,Music,Melody,Night,Uplifting and motivational, While Traveling,Others,4,Never,None,None,None,None,Ok
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Duo Plan,Music,Melody,Night,Uplifting and motivational,Workout session,recommendations,4,Never,None,None,None,None,Ok
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Duo Plan,Music,Melody,Night,Uplifting and motivational,Workout session,Others,4,Never,None,None,None,None,Ok
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Duo Plan,Music,Melody,Night,Uplifting and motivational,leisure time,recommendations,4,Never,None,None,None,None,Ok
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Duo Plan,Music,Melody,Night,Uplifting and motivational,leisure time,Others,4,Never,None,None,None,None,Ok
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Duo Plan,Music,Melody,Night, Sadness or melancholy,Office hours,recommendations,4,Never,None,None,None,None,Ok
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Duo Plan,Music,Melody,Night, Sadness or melancholy,Office hours,Others,4,Never,None,None,None,None,Ok
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Duo Plan,Music,Melody,Night, Sadness or melancholy,Study Hours,recommendations,4,Never,None,None,None,None,Ok
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Duo Plan,Music,Melody,Night, Sadness or melancholy,Study Hours,Others,4,Never,None,None,None,None,Ok
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Duo Plan,Music,Melody,Night, Sadness or melancholy, While Traveling,recommendations,4,Never,None,None,None,None,Ok
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Duo Plan,Music,Melody,Night, Sadness or melancholy, While Traveling,Others,4,Never,None,None,None,None,Ok
