Age,Gender,spotify_usage_period,spotify_listening_device,spotify_subscription_plan,premium_sub_willingness,preffered_premium_plan,preferred_listening_content,fav_music_genre,music_time_slot,music_Influencial_mood,music_lis_frequency,music_expl_method,music_recc_rating,pod_lis_frequency,fav_pod_genre,preffered_pod_format,pod_host_preference,preffered_pod_duration,pod_variety_satisfaction
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,Workout session,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,Workout session,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,Workout session,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,leisure time,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,leisure time,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,leisure time,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Office hours,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Office hours,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Office hours,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Study Hours,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Study Hours,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Study Hours,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties, While Traveling,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties, While Traveling,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties, While Traveling,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Workout session,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Workout session,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Workout session,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,leisure time,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,leisure time,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,leisure time,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,Office hours,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,Office hours,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,Office hours,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,Study Hours,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,Study Hours,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,Study Hours,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief, While Traveling,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief, While Traveling,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief, While Traveling,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,Workout session,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,Workout session,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,Workout session,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,leisure time,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,leisure time,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,leisure time,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,Office hours,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,Office hours,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,Office hours,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,Study Hours,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,Study Hours,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,Study Hours,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational, While Traveling,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational, While Traveling,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational, While Traveling,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,Workout session,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,Workout session,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,Workout session,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,leisure time,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,leisure time,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,leisure time,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,Office hours,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,Office hours,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,Office hours,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,Study Hours,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,Study Hours,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,Study Hours,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy, While Traveling,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy, While Traveling,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy, While Traveling,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,Workout session,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,Workout session,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,Workout session,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,leisure time,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,leisure time,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,leisure time,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Office hours,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Office hours,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Office hours,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Study Hours,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Study Hours,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Study Hours,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties, While Traveling,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties, While Traveling,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties, While Traveling,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Workout session,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Workout session,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Workout session,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,leisure time,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,leisure time,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,leisure time,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,Office hours,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,Office hours,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,Office hours,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,Study Hours,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,Study Hours,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,Study Hours,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief, While Traveling,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief, While Traveling,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief, While Traveling,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,Workout session,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,Workout session,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,Workout session,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,leisure time,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,leisure time,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,leisure time,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,Office hours,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,Office hours,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,Office hours,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,Study Hours,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,Study Hours,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,Study Hours,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational, While Traveling,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational, While Traveling,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational, While Traveling,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,Workout session,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,Workout session,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,Workout session,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,leisure time,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,leisure time,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,leisure time,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,Office hours,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,Office hours,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,Office hours,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,Study Hours,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,Study Hours,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,Study Hours,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy, While Traveling,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy, While Traveling,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy, While Traveling,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,Workout session,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,Workout session,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,Workout session,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,leisure time,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,leisure time,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night, Sadness or melancholy,leisure time,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Office hours,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Office hours,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Office hours,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Study Hours,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Study Hours,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Study Hours,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties, While Traveling,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties, While Traveling,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties, While Traveling,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Workout session,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Workout session,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,Workout session,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,leisure time,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,leisure time,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan,Music,Rap,Night,Social gatherings or parties,leisure time,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,Office hours,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,Office hours,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,Office hours,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,Study Hours,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,Study Hours,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,Study Hours,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief, While Traveling,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief, While Traveling,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief, While Traveling,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,Workout session,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,Workout session,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,Workout session,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,leisure time,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,leisure time,Radio,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Relaxation and stress relief,leisure time,Others,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,Office hours,Playlists,5,Never,None,None,None,None,Ok
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan,Music,Rap,Night,Uplifting and motivational,Office hours,Radio,5,Never,None,None,None,None,Ok
