Geo Code,Topic,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Counts
M1L,Family characteristics,Total - Private households by household size - 100% data,1 person,,,,,3180
M1L,Family characteristics,Total - Private households by household size - 100% data,2 persons,,,,,3135
M1L,Family characteristics,Total - Private households by household size - 100% data,3 persons,,,,,2355
M1L,Family characteristics,Total - Private households by household size - 100% data,4 persons,,,,,2165
M1L,Family characteristics,Total - Private households by household size - 100% data,5 or more persons,,,,,1590
M1L,Family characteristics,Number of persons in private households,,,,,,34220
M1L,Family characteristics,Average household size,,,,,,2.8
M1L,Family characteristics,Total - Census families in private households by family size - 100% data,,,,,,9165
M1L,Family characteristics,Total - Census families in private households by family size - 100% data,2 persons,,,,,3520
M1L,Family characteristics,Total - Census families in private households by family size - 100% data,3 persons,,,,,2465
M1L,Family characteristics,Total - Census families in private households by family size - 100% data,4 persons,,,,,2215
M1L,Family characteristics,Total - Census families in private households by family size - 100% data,5 or more persons,,,,,960
M1L,Family characteristics,Average size of census families,,,,,,3.1
M1L,Family characteristics,Total number of census families in private households - 100% data,,,,,,9170
M1L,Family characteristics,Total number of census families in private households - 100% data,Total couple families,,,,,7160
M1L,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Married couples,,,,6340
M1L,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Common-law couples,,,,815
M1L,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,,,,,2005
M1L,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Female parent,,,,1710
M1L,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Male parent,,,,300
M1L,Family characteristics,Total - Couple census families in private households - 100% data,,,,,,7155
M1L,Family characteristics,Total - Couple census families in private households - 100% data,Couples without children,,,,,2350
M1L,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,,,,,4805
M1L,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,1 child,,,,1875
M1L,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,2 children,,,,2040
M1L,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,3 or more children,,,,895
M1L,Family characteristics,Total - Lone-parent census families in private households - 100% data,,,,,,2005
M1L,Family characteristics,Total - Lone-parent census families in private households - 100% data,1 child,,,,,1170
M1L,Family characteristics,Total - Lone-parent census families in private households - 100% data,2 children,,,,,595
M1L,Family characteristics,Total - Lone-parent census families in private households - 100% data,3 or more children,,,,,245
M1L,Family characteristics,Total - Persons not in census families in private households - 100% data,,,,,,5715
M1M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,8620
M1M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,4325
M1M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,2685
M1M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,,,,,1605
M1M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Semi-detached house,,,,85
M1M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Row house,,,,555
M1M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment or flat in a duplex,,,,535
M1M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment in a building that has fewer than five storeys,,,,375
M1M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Other single-attached house,,,,60
M1M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,0
M1M,Family characteristics,Total - Private households by household size - 100% data,,,,,,8620
M1M,Family characteristics,Total - Private households by household size - 100% data,1 person,,,,,2430
M1M,Family characteristics,Total - Private households by household size - 100% data,2 persons,,,,,2320
M1M,Family characteristics,Total - Private households by household size - 100% data,3 persons,,,,,1500
M1M,Family characteristics,Total - Private households by household size - 100% data,4 persons,,,,,1460
M1M,Family characteristics,Total - Private households by household size - 100% data,5 or more persons,,,,,910
M1M,Family characteristics,Number of persons in private households,,,,,,22500
M1M,Family characteristics,Average household size,,,,,,2.6
M1M,Family characteristics,Total - Census families in private households by family size - 100% data,,,,,,6230
M1M,Family characteristics,Total - Census families in private households by family size - 100% data,2 persons,,,,,2630
M1M,Family characteristics,Total - Census families in private households by family size - 100% data,3 persons,,,,,1555
